
CHAIRPERSON:   And Dr Weiss has said in his affidavit when he signed. 
MR SINGH:   Ja. 
CHAIRPERSON:   We do not have an affidavit fromMr Mabelane, Mr Seleka? 
ADV SELEKA SC:   We have one of his ...[intervenes]  
CHAIRPERSON:   Or when he signed. 
ADV SELEKA SC:   No, we are getting one from him Chair. 
CHAIRPERSON:   Ja. 
ADV SELEKA SC:   There is one.  There is one on the issues but he does not ...[intervenes]  
CHAIRPERSON:   Deal with that. 
ADV SELEKA SC:   ...deal with this particular issue. 
CHAIRPERSON:   Ja.
ADV SELEKA SC:   So we have approached him to address this issue and ...[intervenes]  
CHAIRPERSON:   Ja, ja.  Okay alright.  No, that is fine.  I think let us move on. 
ADV SELEKA SC:   Ja.  Thank you.  Mr Singh, you did not mention the reasons why the termination was made. 
MR SINGH:   Well, Mr Chair, in the- I think it was the third BTC, Steering Committee meeting relating to the master service agreement, as I said yesterday.  It was a closed session that was called.
CHAIRPERSON:   Sorry, it is your voice again. 
MR SINGH:   There was a closed session that was called to discuss the issue of the MSA.  And they were the issues relating to the letter that we have discussed yesterday, the 19 t h of February letter, that we were still...  And at thatstage, there were also – that coincided with that Mr Chair, there was a significant amount of focus that National Treasury had started placing on what they called Sole Source Contract.  And Sole Source basically means contract that are placed without an...And there was additional guidance, there was additional reporting requirements, there was additional practise to be considered and so on.  So with all of those matters – even, Mr Chair, the issue of the contact value at that stage, also became a little bitmore apparent because being a risk place contract I do not think this contract actually had a value that anyone understood.  And I think Ms ...[indistinct] or Mosilo(?), I think eluded to the fact that there was this contract as big as ten billion or twelve billion or whatever the...  So all of those factors, Mr Chair ...[intervenes]  
ADV SELEKA SC:   It ultimately became one point six billion. 
MR SINGH:   Sorry?
ADV SELEKA SC:   It ultimately became one point six billion. 
MR SINGH:   No, no.  Mr Chair, what I am talking about is the potential had it lasted three years would have basically gone to at least ten or twelve billion in terms of the – thissharing model and obviously if the benefits had been...  Given all of these changes, as well as I think Mr Mabelane at the time, added an additional concern that was raised by the external auditors relating to the - I think it was the Corporate Plan contract or even this contract.  I am not – I think it may have been referring to this contract.  That they had raised concerns regarding the validity of the fund(?) in terms of it potentially being considered irregular expenditure.  So all of those issues and more particularly, I think, the concerns raised by theexternal auditors were factored into the decision.  And the recommendation was made to the Board Tender Committee to consider it...   
CHAIRPERSON:   Well, that was a long answer.  Is it not possible for you to say the reasons why the contract was terminated were A, B, C? 
MR SINGH:   Okay, Mr Chair, it was A, the issue of the 19 t h  of February letter that was discussed. 
CHAIRPERSON:   Hang on.  What about it?  That there have been no compliance or what?
MR SINGH:   Mr Chair, there as – as I said yesterday – there was pretty much compliance ...[intervenes]  
CHAIRPERSON:   Ja. 
MR SINGH:   ...in the terms of the way they had responded to the letter.
CHAIRPERSON:   H’m? 
MR SINGH:   But I do not think it ...[intervenes]  
CHAIRPERSON:   You say they did not comply completely at some stage, you said so? 
MR SINGH:   Ja.  I think, Mr Chair, it was more around the substance of the whole programme because when I received this Steering Committee mandate, the concerns relating to the 19 t h  of February letter, it was relating to the programme that I... in terms of the Steer Co.   
CHAIRPERSON:   Maybe let me ask the question this wayso that we can eliminate some things.  Was any of the reasons, assumingly there were two or more reasons. 
MR SINGH:   H’m. 
CHAIRPERSON:   Assuming – ja, assuming there were two or more reasons for the termination.  Was there any reason that was based – that related to what McKinsey had done wrong? 
MR SINGH:   No. 
CHAIRPERSON:   Nothing? 
MR SINGH:   No.
CHAIRPERSON:   It was just Eskom’s own decision based on certain reasons? 
MR SINGH:   Yes. 
CHAIRPERSON:   Okay what were they? 
MR SINGH:   So, basically, Mr Chair, if we put them inorder of importance. 
CHAIRPERSON:   Ja? 
MR SINGH:   The first one was the external auditor ’s view? 
CHAIRPERSON:   H’m? 
MR SINGH:   The external auditor ’s view ...[intervenes]  
CHAIRPERSON:   Ja. 
MR SINGH:   ...on the contract itself. 
CHAIRPERSON:   On the programme? 
MR SINGH:   On the programme. 
CHAIRPERSON:   Ja.
MR SINGH:   In terms of the contract. 
CHAIRPERSON:   Yes. 
MR SINGH:   And its validity and so on because if they had an issue with it Mr Chair, it would ultimately reflect as irregular expenditure in terms of the... 
CHAIRPERSON:   Okay the external auditors had a view which indicated that there was a risk. 
MR SINGH:   Yes. 
CHAIRPERSON:   They would flag it irregularity. 
MR SINGH:   Irregular expenditure.
CHAIRPERSON:   Irregular...  Ja, okay.  That was one. 
MR SINGH:   That was one.  And that flowed, Mr Chair, from the increased focus that National Treasury was placing on...  contract.   
CHAIRPERSON:   Okay.
MR SINGH:   Right.  Which either – so they were doing it in two ways.   
CHAIRPERSON:   H’m? 
MR SINGH:   They were doing it, firstly, in terms of swindling(?) the processes and procedures and grounds on which you could actually do sole sources into the future. 
CHAIRPERSON:   Yes.  But National Treasury was questioning whether there was justification for concluding this contract on a sole source basis. 
MR SINGH:   No, particularly this one Mr Chair.
CHAIRPERSON:   Oh, just ...[intervenes]  
MR SINGH:   They were issuing guidance and directives(?) ...[intervenes]  
CHAIRPERSON:   In general? 
MR SINGH:   In general. 
CHAIRPERSON:   Okay. 
MR SINGH:   That was both backward looking and forward 
looking.  So the forward looking stuff was to say:  Listen, we want to strengthen these sole source thing because we think it is an area that is being abused.  For now instead ofjust complying with two requirements, we now need to comply with ten.  Okay.  
And the backward looking stuff was to say:  Listen, we may understand that you have entered into contracts before on sole source basis.  Can you give us areport on these – on a periodic basis?  So it was another level of monitoring that was now happening.  So those two were the primary reasons. 
CHAIRPERSON:   Reasons.  Okay. 
MR SINGH:   But the ...[intervenes]  
CHAIRPERSON:   That is the risk that the external auditors could flag it as an irregular expenditure. 
MR SINGH:   Irregular expenditure. 
CHAIRPERSON:   Two.  That the requirements faced by National Treasury on the use of sole source contracts.
MR SINGH:   Contracts. 
CHAIRPERSON:   Both in terms of forward looking ...[intervenes]  
MR SINGH:   As well as ...[intervenes]  
CHAIRPERSON:   ...the kinds of things that they wanted Eskom to ...[intervenes]  
MR SINGH:   Comply with. 
CHAIRPERSON:   ...comply with and as far as backward looking, as far as things ...[intervenes]  
MR SINGH:   Monitor ...[intervenes] 
CHAIRPERSON:   ...that they wanted to get reports on. 
MR SINGH:   Yes. 
CHAIRPERSON:   Ja, okay alright.  Mister ...[intervenes]  
MR SINGH:   And then ...[intervenes]  
CHAIRPERSON:   H’m?
MR SINGH:   And then, Mr Chair, obviously the value of the contract. 
CHAIRPERSON:   Yes. 
MR SINGH:   Given those two issues. 
CHAIRPERSON:   Yes. 
MR SINGH:   Also became a problem. 
CHAIRPERSON:   Okay.  At that stage, was the value known? 
MR SINGH:   Well, Mr Chair, given these ...[intervenes]  
CHAIRPERSON:   Requirements.
MR SINGH:   ...these developments, then we then had to have an answer in terms of what was this value.  Or certainly, I did not know the value then(?). 
CHAIRPERSON:   H’m? 
MR SINGH:   So then the value was then – then we have – then a calculation was done and then I had an understanding what the value was.   
CHAIRPERSON:   H’m? 
MR SINGH:   And it was in the region of the ten or twelve billion that has already been ...[intervenes] 
CHAIRPERSON:   Over three years? 
MR SINGH:   Over the three year period. 
CHAIRPERSON:   Yes. 
MR SINGH:   Even that value with the two initial concerns that I raised because a bit concerning that we were nowentering into this type of contract ...[intervenes]  
CHAIRPERSON:   H’m? 
MR SINGH:   ...those – with significant exposure, given the reporting requirements and the potential irregular expenditure that this thing could lead to. 
CHAIRPERSON:   H’m.   
MR SINGH:   So those were the primary and as a last one, okay, I think we then discussed the issue of the responses that McKinsey had given us but not in the context of whether McKinsey complied or not.  Because as I saidyesterday.  In principle they complied with all. 
CHAIRPERSON:   H’m? 
MR SINGH:   They said yes to everything.  Right. 
CHAIRPERSON:   H’m. 
MR SINGH:   The discussion was more around, how do we actually – if we have an objective of the 18 top engineers and if we have an objective of the 18 empowering consulting or empowered consulting companies, what is the best way to do that?  Is it actually to do, you know, a massive contract with one company?  Or is better to actually give it to a number of – select five or six or seven or whatever the number is.  And then try and, you know, get a broader based type of implementation plan for economic empowerment rather than having, let us say, one.  So that was more – the decision – the discussion surrounded more the – how can I say – not the – as I said, it was not about McKinsey whether they complied or not.  It was more about, how does Eskom actually see it actually playing a role in achieving those... whether it be through one big bang approach or whether it be through smaller initiatives.   
CHAIRPERSON:   But as with regard to compliance, while on the one hand, you did say yesterday by virtue of McKinsey’s response to your letter of the 19 t h  of February.  
MR SINGH:   Yes, sir. 
CHAIRPERSON:   You took the view or Eskom took the view that they were complying or they had complied but you did say that later you were not satisfied or Eskom was not satisfied about at least one requirement if I am not mistaken. 
MR SINGH:   No, no Mr Chair.  My feedback to the Commission.   
CHAIRPERSON:   H’m? 
MR SINGH:   In principle they had complied in a responseto the letter. 
CHAIRPERSON:   Ja. 
MR SINGH:   But at the subsequent Steer Co we had a discussion relating to the letter. 
CHAIRPERSON:   Yes.
MR SINGH:   And the elements of the letter. 
CHAIRPERSON:   Yes. 
MR SINGH:   Which is ...[intervenes]  
CHAIRPERSON:Elements of their response ...[intervenes]  
MR SINGH:   My ...[intervenes]  
CHAIRPERSON:   ...of your ...[intervenes]  
MR SINGH:   No, their response. 
CHAIRPERSON:   Yes. 
MR SINGH:   And this is the meeting that I was referringto. 
CHAIRPERSON:   Yes. 
MR SINGH:   Where we discussed the broader aspects of how implementation of a programme of this nature could be considered. 
CHAIRPERSON:   Yes. 
MR SINGH:   Given the current environment we are finding ourselves in. 
CHAIRPERSON:   Yes. 
MR SINGH:   So that was discussed, not the actualcompliance or non-compliance of the issues that were listed. 
CHAIRPERSON:   Ja, ja. 
MR SINGH:   Mr Seleka raised the point that because the BEE questioned of my letter ...[intervenes] 
CHAIRPERSON:   Had not been finalised. 
MR SINGH:   ...had not been finalised. 
CHAIRPERSON:   Yes. 
MR SINGH:   He then says that could never been valid(?). 
CHAIRPERSON:   Yes.  But I thought you agreed, at some stage with him, that that part, namely the issue of SDL ...[intervenes]  
MR SINGH:   Yes, sir. 
CHAIRPERSON:   Because McKinsey never concluded any agreement with a subcontractor in terms of SDL and therewas no compliance in that regard.  But you were saying when Mr Mabelane signed, you do not know what discussion may have arisen with regard to that. 
MR SINGH:   Yes, yes. 
CHAIRPERSON:   Which may have led to him to sign. 
MR SINGH:   Yes. 
CHAIRPERSON:   But you had no personal knowledge, yourself, that the SDL requirement was met. 
MR SINGH:   No. 
CHAIRPERSON:   Ja.
ADV SELEKA SC:   Chair, that is correct. 
CHAIRPERSON:   Yes? 
ADV SELEKA SC:   But the Chairperson is also correct in regard to the part which is, even after they had sent you a response to you, Mr Singh, later you met with the SteeringCommittee and you were not satisfied that they have met all your requests.  You did say that yesterday. 
MR SINGH:   Mr Chair, let us understand this. 
CHAIRPERSON:   H’m? 
MR SINGH:   The issue of the 19 t h...  As you said yesterday, the 19 t h of February letter is going to be... 
CHAIRPERSON:   [laughs] 
MR SINGH:   I understand Mr Seleka’s point of view in terms of focussing on the 19 t h  of February letter but Mr Chair, again, it is a point that the Board TenderCommittee delegated to the Group Executive Technology and Commercial ...[intervenes]  
ADV SELEKA SC:   No, but Chair.  Can I ask Mr Singh ...[intervenes]  
MR SINGH:   No, no, no.  Let me ...[intervenes]  
ADV SELEKA SC:   Mr Singh. 
CHAIRPERSON:   Hang on Mr Singh. 
ADV SELEKA SC:   Yes. 
CHAIRPERSON:   Let me...  Mr Seleka thinks you might not be going towards responding to his question.
ADV SELEKA SC:   Yes.  Now I ...[intervenes]  
CHAIRPERSON:   He just wants us to understand.  Yes, Mr Seleka. 
ADV SELEKA SC:   Chairperson, we have put to Mr Singh what we remember he said yesterday.
CHAIRPERSON:   Yes. 
ADV SELEKA SC:   He needs to say:  Yes, that is what I said or that is not what I said. 
CHAIRPERSON:   Yes.  Okay. 
ADV SELEKA SC:   Yes. 
CHAIRPERSON:   Okay do you want to repeat the question maybe. 
MR SINGH:   That is not what I said. 
ADV VAN DEN HEERDEN:   Chairperson ...[intervenes]  
CHAIRPERSON:   Hang on a second.  Just repeat thequestion and then you answer Mr Singh. 
ADV SELEKA SC:   Yes.  What we remember Mr Singh is saying is that they did respond to him.  He wrote the letter with those bullet points that the signing of the proposed agreement is contingent upon the successful response to this.  They responded.  And you said, however, after the response, you had a Steering Committee and you were not satisfied that they have successfully satisfied all your requests.  That is what you said.  
And then I said:  Well, that is the one part, MrSingh.  The last part is what the Chairperson said to you.  
Then I went further to say:  I can even tell you there is one in particular which was not satisfied and that was the SDL. 
MR SINGH:   Mr Chair, that is not what I am saying. 
CHAIRPERSON:   Hang on, Mr Singh.
MR SINGH:   Yes. 
CHAIRPERSON:   You said your question is – seeks to get confirmation from him or agreement whether he said something or not.  What is that you want ...[intervenes]  
ADV SELEKA SC:   Correct.  Which is, Chair, that even after they had received the responses from McKinsey in a subsequent meeting of the Steering Committee, the Steering Committee was not completely satisfied that they have answered all the requests. 
CHAIRPERSON:   Did you say that yesterday, Mr Singh?
MR SINGH:   Well, Mr Chair, I would ask Mr Seleka to clarify what he is actually asking.  In what he asked me a few minutes ago and what he is asking me now, there is a difference. 
CHAIRPERSON:   No, no.  Just focus on the last one.   
ADV SELEKA SC:   Yes. 
CHAIRPERSON:   He says he understood you to say yesterday.  Although when you had looked at McKinsey’s response to your letter, you had thought that McKinsey had satisfied the requirements.
MR SINGH:   Yes, sir. 
CHAIRPERSON:   Subsequently, in a meeting – I think you said ...[intervenes]  
MR SINGH:   The Steering Committee. 
CHAIRPERSON:   In a subsequent meeting of the SteeringCommittee, the matter was discussed and you, that is the committee, I think ...[intervenes]  
ADV SELEKA SC:   Yes. 
CHAIRPERSON:   ...was not satisfied that McKinsey had not satisfied all the requirements.  So he wants you to confirm whether his recollection of what you said is correct or not. 
ADV SELEKA SC:   Yes. 
MR SINGH:   It is correct to the extent that I was clarifying yesterday even the context within which this SteeringCommittee discussion was happening.  And I have clarified that because you have allowed me an opportunity to clarify that. 
CHAIRPERSON:   No, no.  That is fine.  At least that is clarified, ja. 
ADV SELEKA SC:   Yes. 
CHAIRPERSON:   Okay. 
ADV SELEKA SC:   Thank you. 
CHAIRPERSON:   Okay let us take the ...[intervenes]  
ADV SELEKA SC:   Shall we take the ...[intervenes] 
CHAIRPERSON:   ...tea-break.  I do not know whether the pace is fine.  I have a felling the pace is not as good as it should be but you know that better because you ...[intervenes]  
ADV SELEKA SC:   Yes.
CHAIRPERSON:   ...in terms of what still needs to be dealt with in terms of Tegeta. 
ADV SELEKA SC:   Yes. 
CHAIRPERSON:   But ...[intervenes]  
ADV SELEKA SC:   Yes, Chair. 
CHAIRPERSON:   ...in the end, we seek to strike a balance between doing justice to the issues and not being too slow. 
ADV SELEKA SC:   Yes. 
CHAIRPERSON:   So ...[intervenes]  
ADV SELEKA SC:   I ...[intervenes] 
CHAIRPERSON:   But let us take the tea-break and then when we resume ...[intervenes]  
ADV SELEKA SC:   Ja. 
CHAIRPERSON:   ...if there is something to finalise on the MSA, do so but we need to get to Tegeta as soon as possible. 
ADV SELEKA SC:   Thank you, Chair. 
CHAIRPERSON:   Okay we – it is twenty past.  We will take the tea adjournment.  We will resume at twenty-five to twelve.
ADV SELEKA SC:   Thank you. 
CHAIRPERSON:   We adjourn. INQUIRY ADJOURNS INQUIRY RESUMES 
CHAIRPERSON:   Okay let us continue.
ADV SELEKA SC:   Thank you, Chairperson.  Mr Singh, let me – time is the enemy at this stage.  I think we are enjoying your evidence but we will have to approach it differently.  So the termination is done on 16 June – by letter dated 16 June 2016 for the reason that you have articulated.  Those reasons, Chairperson, are found in the minutes.  Well, not the extent you have mentioned them.  The minutes of Steer Co you have mentioned but also in the submission that was made to the BTC.  Those are inthe bundle, Chair.  Can you explain to the Chairperson, Mr Singh?  After the termination in June, there were – there was a meeting with – the meeting of the Steer Committee, at least in August 2016 which still included Trillian and McKinsey.What was the reason for that further engagement with them? 
MR SINGH:   I have lost you at the last bit? 
ADV SELEKA SC:   What was the reason for further engaging with Trillian and McKinsey after the terminationof the MSA or the purported termination on the 16 t h of June 2016? 
MR SINGH:   Mr Chair, the – once the termination was communicated to McKinsey, there was an understanding that – or not an understand, an agreement – that it wouldmake logical sense for the programmes to reach a logical end point on our programme’s initiatives within the programme to reach a logical conclusion, if you can call it that, that were already in progress.  So that – they ...[intervenes]  
CHAIRPERSON:   So in other words, there was an agreement that certain work that was in progress should be finalised? 
MR SINGH:   Would be finalised and no new initiatives would be undertaken.
CHAIRPERSON:   Yes, ja, okay. 
MR SINGH:   And I think that date, I think, Mr Chair, was around somewhere in July/August if I am not mistaken.   
ADV SELEKA SC:   H’m.  Ja, the last meeting as we have it, is the 4 t h of August 2016.  Okay.  When Ms Matshepo was here, she testified that when McKinsey decided to terminate further discussion with Trillian for the purposes of considering them as a subcontractor in respect of the MSA, you were unhappy with that termination and you asked them to give – you asked McKinsey to give Trillianmore time to provide them with documentation that was required in regard to BEE and ownership of the entity but McKinsey was steadfast in their position.  What is your comment in regard to her version that you were unhappy with that decision?
MR SINGH:   Mr Chair, I – as I testified before.  I think, Mr Chair, the choice of a sub-contractor relates is – is the prerogative of the main contractor.  Eskom is a recipient of that outcome.  I do not recall being unhappy with McKinsey’s view as Dr Weiss has testified.  We requested that they provide us alternatives in terms of being able to onboard a new supplier [indistinct] ...[intervenes]  
ADV SELEKA SC:   Face the Chairperson.  Ja.  Did you hear, Chair? 
CHAIRPERSON:   I did, ja.
MR SINGH:   Sorry, Mr Chair. 
ADV SELEKA SC:   No, that is fine.  Recall again that your – that letter of the 19 February specifically mentioned the BEE partner (Regiments Group) and in response to that letter Trillian – McKinsey rather, sorry, indicated that they will not subcontract with Regiments but they will consider Trillian which was at the time under review.  Is there reason why – well, I know you dealt with – I think you were explaining the reason why you specified Regiments yesterday, is that right?
MR SINGH:   Mr Chair, I do not know.  I was not trying to specify, all I was trying to do yesterday was to reference to the fact that the opening paragraph refers to the Regiments Group and then the second sentence in the paragraph relates to incorporating or ultimately movingover to Trillian. 
ADV SELEKA SC:   Yes but not those paragraphs, I am talking about your requests to Trillian – I mean, to McKinsey.  Number 4 was about the development of a BEE partner (Regiments Group) as regards the visions, aspirations, yes.  Do you remember that? 
MR SINGH:   Yes, that is my – I am responding to that. 
ADV SELEKA SC:   Okay. 
MR SINGH:   I am saying I cannot remember why Regiments Group was put into paragraph 4 specifically.
ADV SELEKA SC:   Oh, you cannot remember, okay. 
MR SINGH:   But I did comment on the fact that the opening paragraph, the first two sentences of the opening paragraphs of the letter refers to Regiments Group and then ultimately transition to Trillian.  I think that is what the letter says. 
ADV SELEKA SC:   Yes, correct, the opening statement.  I am just dealing with a slightly different matter and let me go further on that because when I read the affidavit of Dr Weiss and Mr Amankwah, I see something to the effect –and I want you to comment on that, that you would have been the one who introduced or suggested to McKinsey to subcontract Regiments firstly when you were at Transnet and secondly when they were at Eskom.  I am going to read that to you, you can go to – Chair, we can go to theaffidavit of firstly Mr Amankwah, Eskom bundle 14(C) page 702.10.  Assist Mr Singh there? 
CHAIRPERSON:   What is the page? 
ADV SELEKA SC:   702.210. 
CHAIRPERSON:   702.210. 
ADV SELEKA SC:   Correct, Chair.  Paragraph 19.1. 
MR SINGH:   19.1? 
ADV SELEKA SC:   Yes.  Do you have it there, Mr Singh?   
MR SINGH:   Sorry, I do. 
ADV SELEKA SC:   19.1, Mr Amankwah:“When the above ascribed issues and conflict developed with Letsema...” Are you there? “...McKinsey began looking for a new supply development partner for its work at Transnet.  In discussing potential alternatives to Letsema, Mr Singh of Transnet noted the fact that Regiments had performed well for Transnet in past work that Regiments had done for Transnet treasury function.  Regiments’ prior work with Transnet wasdocumented at the time in the company profile that was given to McKinsey as well as in proposals submitted by McKinsey and Regiments to Transnet.”   Do you have a comment on this, Mr Singh? 
MR SINGH:   Sorry, Chair.
ADV SELEKA SC:    Do you have a comment on this? 
MR SINGH:   Yes, Mr Chair, I am just trying to think what is the best way to respond to this statement.  Mr Chair, Mr Amankwah’s version of events is very far from reality as I had no such interactions with suggesting Regiments as a subcontractor to McKinsey at any time. 
ADV SELEKA SC:   Okay. 
MR SINGH:   Actually to be quite honest, Mr Chair, the transcripts of Dr Fine goes into great detail as to how Regiments actually ended up being a subcontractor ofMcKinsey and if you want to go there, we can go there, I think we should got there. 
ADV SELEKA SC:   No, it is fine, that is your response. 
MR SINGH:   No, I think I am going to go there because this is an issue …[intervenes] 
ADV SELEKA SC:   To Dr Fine’s transcripts? 
MR SINGH:   Or his affidavit because I am sure he is covering it in his affidavit as well. 
ADV SELEKA SC:   Oh, we do not have it here. 
MR SINGH:   Mr Chair, this is …[intervenes]
CHAIRPERSON:   What did you say Dr Fine’s affidavit or evidence says? 
MR SINGH:   Mr Chair, Dr Fine basically goes through a process of explaining how Regiments was introduced to …[intervenes]
CHAIRPERSON:   Eskom. 
MR SINGH:   No. 
CHAIRPERSON:   McKinsey. 
MR SINGH:   To McKinsey. 
CHAIRPERSON:   Ja. 
MR SINGH:   Because Mr Amankwah’s allegation is that I suggested to McKinsey that they should use Regiments. 
CHAIRPERSON:   Yes, okay. 
MR SINGH:   Okay?  So firstly I am saying Mr Amankwah’s allegation is not based in fact, he does not support thisallegation with any piece of paper.Secondly I am saying that both Dr Fine and Dr Weiss go through some level of detail in terms of how Regiments became a subcontractor of …[intervenes] 
CHAIRPERSON:   I think I have seen something along those lines. 
MR SINGH:   Yes. 
CHAIRPERSON:   In one of the affidavits. 
MR SINGH:   Yes. 
CHAIRPERSON:   Yes.
MR SINGH:   It was part of the money stream – Dr Weiss, Dr Fine and Mieszala were on the same day. 
CHAIRPERSON:   Ja.  Dr Weiss’ affidavit we have. 
ADV SELEKA SC:   Yes. 
CHAIRPERSON:   We had it yesterday.
ADV SELEKA SC:   Yes, we did have it, Chair. 
CHAIRPERSON:   Ja. 
ADV SELEKA SC:   I also have a... 
CHAIRPERSON:   Ja, can we go to where he had done so?  Can we go where Dr Weiss gives a background of how Regiments was introduced to McKinsey. 
ADV SELEKA SC:   Yes. 
CHAIRPERSON:   If everyone’s understanding is that he does do that. 
ADV SELEKA SC:   Yes, I am on that page, Chair.
CHAIRPERSON:   Oh okay, maybe you can read it.   
ADV SELEKA SC:   Page... 
CHAIRPERSON:   Oh, page, ja? 
ADV SELEKA SC:   Yes, I need us to go there because I have another question. 
MR SINGH:   I have not finished with this one, Chair. 
CHAIRPERSON:   Yes but let us go there, you will continue.  Let us go to that page where Dr Weiss deals with how Regiments was introduced to McKinsey because you said Dr Fine or Dr Weiss – Mr Singh, is that right?  You said both of them deal at length with how Regiments got to work with McKinsey. 
MR SINGH:   I think Dr Weiss does deal with some of the aspects relating to Transnet. 
ADV SELEKA SC:   Yes.
MR SINGH:   And then Dr Fine deals with it in greater detail. 
CHAIRPERSON:   Yes.  Is it fine if we go to whichever one of them or you want us to go to both? 
MR SINGH:   Mr Chair, I think for present purposes maybe the one for Dr Fine is probably better. 
CHAIRPERSON:   Okay, alright, do we have Dr Fine’s affidavit? 
ADV SELEKA SC:   Not that one, Chair, not in the bundle. 
CHAIRPERSON:   Okay.
ADV SELEKA SC:   Yes. 
CHAIRPERSON:   Not in any of the bundles that you have? 
ADV SELEKA SC:   No. 
CHAIRPERSON:   Oh, but it can be found somewhere? 
ADV SELEKA SC:   Yes. 
CHAIRPERSON:   Or we do not have it at all? 
ADV SELEKA SC:   No, we can find it. 
CHAIRPERSON:   Okay, maybe it can be found for later then. 
ADV SELEKA SC:   Yes.  No, we can find it.
CHAIRPERSON:   Ja, we will come to it. 
MR SINGH:   Sure, no problem. 
CHAIRPERSON:   Okay.  Yes, continue, Mr Seleka? 
MR SINGH:   Lastly, Mr Chair, I think in one of my affidavits I attach a letter that – and again, Mr Chair,forgive us but we are responding to a matter that relates to Transnet because this is where he is alleging this happened and the letter that I sent to McKinsey clearly states – and I think it is a 19 June letter 20-something and I think it is one of our affidavits. 
CHAIRPERSON:   So you would have sent it while you were still at Transnet? 
MR SINGH:   At Transnet. 
CHAIRPERSON:   Yes, okay. 
MR SINGH:   And it clearly states that Transnet acceptsRegiments as subcontractor to one of the contracts – I think it was a transaction adviser contract that we had awarded them – based on Regiments’ recommendations of Regiments as a subcontractor. 
CHAIRPERSON:   Okay, do you remember where we can find your letter? 
MR SINGH:   We can just check and in one of my affidavits [indistinct – dropping voice] 
CHAIRPERSON:   Okay.  Okay, if it is not found now we can come back to it later when somebody has found it.
ADV SELEKA SC:   Yes. 
CHAIRPERSON:   Okay. 
ADV SELEKA SC:   We will find it, Mr Singh. 
CHAIRPERSON:   Okay, let us continue in the meantime, we will come back to it once somebody has found it.
ADV SELEKA SC:   Ja.  But if you read this affidavit of Mr Amankwah and Mr Singh, is that not after the fact because when you read the affidavit there seems to be a proposal by you that Regiments should be McKinsey’s subcontractor 
and then a document is provided to them.  He says: “Regiments’ prior work with Transnet was documented at the time in the company profile that was given to McKinsey.” And I do not know – and then as a result of that, they would then put a proposal to Transnet – I painted a picture,you can comment on it – then they would put a proposal to Transnet with Regiments as the proposer contract.  Then you write that letter.  Is that not how it happened? 
MR SINGH:   Mr Chair, I think maybe we should introduce into the records the money flow session that will clarify these questions.  The presentation that Mr Amankwah is referring to, I can only believe relates to the presentation that was provided to Mr Sagar that then provided it to McKinsey and Mr Sagar would have received that from Regiments.  Why is being associated with me in any way,shape or form, I do not understand, yet the money flow work stream has evidence on it and has received the exact feedback that I just gave you through an evidence leader of your own. 
ADV SELEKA SC:   Okay, let us go to Dr Weiss’ affidavit. In the same bundle, page 693. 
MR SINGH:   Sorry, Mr Chair, just before we move off this, 
Mr Amankwah’s affidavit, if you look at paragraph 19.3: “As noted by Dr Fine in his testimony before parliament, McKinsey conducted a basis due diligence  of Regiments prior to working with them in Transnet.” Now if you compare that to Dr Weiss’ testimony and his transcripts and Dr Fine’s testimony and transcripts, you would find that I do not think they said that they did abasic due diligence . 
CHAIRPERSON:   They did...? 
MR SINGH:   I am saying you will find that I do not think they will concur that a basic due diligence on Regiments was done. 
CHAIRPERSON:   Okay. 
MR SINGH:   As alluded to by Mr Amankwah in paragraph 19.3. 
CHAIRPERSON:   Okay, okay.  H’m. 
ADV SELEKA SC:   Can I move on?
MR SINGH:   You can. 
ADV SELEKA SC:   Okay.  Dr Weiss’ affidavit, page 693, paragraph 44.  Are you there, Chairperson? 
CHAIRPERSON:   Yes. 
ADV SELEKA SC:   Yes.  Paragraph 44, this is Dr Weiss’
affidavit.  He says: “I understand from my McKinsey colleagues that Mr Singh had spoken positively about engaging Regiments at Eskom based on his experience with their work at Transnet.” 
He then goes on to say: “It was not unusual in my experience for executives to develop opinions on particular firms based on the work they did than to seek to engage firms that had performed well for subsequent projects.”So there again seems to be the same theme, that you spoke well about – or positively about engaging Regiments. 
MR SINGH:   Mr Chair, again, I am not too sure what really turns on this but at the end of the day, Mr Chair, I spoke positively of all and any firms that engaged with me that actually did well.  So if it was Regiments or Letsema or PwC or Deloittes or J P Morgan or whoever, if they set out to do what they were asked to do and they did it properly then yes, if there is a recommendation to be made, arecommendation would be made and Mr Weiss actually concedes, he did not see any issues with it because it is a normal thing to happen.  Did I say this with a specific intention of them engaging Regiments or Trillian as a subcontractor?  No.  They of their own, Dr Weiss and DrFine.  Dr Fine asserts to their credentials at Transnet, Dr Weiss relies on those credentials that they had obtained at Transnet to engage with them in Eskom.   So, Mr Chair, on their own version, on McKinsey’s own version, they were the ones that decided who came across.  I did not in any way, shape or form influence anybody to do anything at any stage. 
ADV SELEKA SC:   So you were familiar with Regiments from your Transnet dates. 
MR SINGH:   Yes, Sir.
ADV SELEKA SC:   You were familiar with Dr Eric Wood. 
MR SINGH:   Yes. 
CHAIRPERSON:   That was quite low. 
MR SINGH:   Sorry, yes, Sir. 
CHAIRPERSON:   Ja, okay. 
ADV SELEKA SC:   You were familiar with Mr Salim Essa. 
MR SINGH:   Not as it relates to Regiments, no. 
ADV SELEKA SC:   Not? 
